,Pokedex_number,Name,Evolution,Base_type,Secondary_type,Abilities,Generation,Legendary,Attack,Defense,Hp,Sp_attack,Sp_defense,Speed,Height_m,Weight_kg,Against_bug,Against_dark,Against_dragon,Against_electric,Against_fairy,Against_fight,Against_fire,Against_flying,Against_ghost,Against_grass,Against_ground,Against_ice,Against_normal,Against_poison,Against_psychic,Against_rock,Against_steel,Against_water,Base_egg_steps,Base_happiness,Base_total,Capture_rate,Experience_growth
873,862,Obstagoon,Unknown,Dark,Normal,"['Defiant', 'Guts', 'Reckless']",8.0,0.0,90,101,93,60,81,95,1.6,46.0,2.0,0.5,1.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,520,45,1000000.0
874,863,Perrserker,Unknown,Steel,-,"['Battle Armor', 'Steely Spirit', 'Tough Claws']",8.0,0.0,110,100,70,50,60,50,0.8,28.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.0,440,90,1000000.0
875,864,Cursola,Unknown,Ghost,-,"['Perish Body', 'Weak Armor']",8.0,0.0,95,50,60,145,130,30,1.0,0.4,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,510,30,800000.0
876,865,Sirfetch'd,Unknown,Fighting,-,"['Scrappy', 'Steadfast']",8.0,0.0,135,95,62,68,82,65,0.8,117.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.0,0.0,507,45,1000000.0
877,866,Mr. Rime,Unknown,Ice,Psychic,"['Ice Body', 'Screen Cleaner', 'Tangled Feet']",8.0,0.0,85,75,80,110,100,70,1.5,58.2,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,0.0,0.0,520,45,1000000.0
878,867,Runerigus,Unknown,Ground,Ghost,['Wandering Spirit'],8.0,0.0,95,145,58,50,105,30,1.6,66.6,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,0.0,0.0,483,90,1000000.0
879,868,Milcery,Alcremie,Fairy,-,"['Aroma Veil', 'Sweet Veil']",8.0,0.0,40,40,45,50,61,34,0.2,0.3,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,270,200,1000000.0
880,869,Alcremie,Unknown,Fairy,-,"['Aroma Veil', 'Sweet Veil']",8.0,0.0,60,75,65,110,121,64,0.3,0.5,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,495,100,1000000.0
881,870,Falinks,No hay,Fighting,-,"['Battle Armor', 'Defiant']",8.0,0.0,100,100,65,70,60,75,3.0,62.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.0,0.0,470,45,1000000.0
882,871,Pincurchin,No hay,Electric,-,"['Electric Surge', 'Lightning Rod']",8.0,0.0,101,95,48,91,85,15,0.3,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,435,75,1000000.0
883,872,Snom,Frosmoth,Ice,Bug,"['Ice Scales', 'Shield Dust']",8.0,0.0,25,35,30,45,30,20,0.3,3.8,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,185,190,1000000.0
884,873,Frosmoth,Unknown,Ice,Bug,"['Ice Scales', 'Shield Dust']",8.0,0.0,65,60,70,125,90,65,1.3,42.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,475,75,1000000.0
885,874,Stonjourner,No hay,Rock,-,['Power Spot'],8.0,0.0,125,135,100,20,20,70,2.5,520.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,0.0,0.0,470,60,1250000.0
886,875,Eiscue,No hay,Ice,-,['Ice Face'],8.0,0.0,80,110,75,65,90,50,1.4,89.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,470,60,1250000.0
887,875,Eiscue Noice Face,Unknown,Ice,-,['Ice Face'],8.0,0.0,80,70,75,65,50,130,1.4,89.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,470,60,1250000.0
888,876,Indeedee,No hay,Psychic,Normal,"['Inner Focus', 'Psychic Surge', 'Synchronize']",8.0,0.0,65,55,60,105,95,95,0.9,28.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,475,30,800000.0
889,877,Morpeko,No hay,Electric,Dark,['Hunger Switch'],8.0,0.0,95,58,58,70,58,97,0.3,3.0,2.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,436,180,1000000.0
890,878,Cufant,Copperajah,Steel,-,"['Heavy Metal', 'Sheer Force']",8.0,0.0,80,49,72,40,49,40,1.2,100.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.0,330,190,1000000.0
891,879,Copperajah,Unknown,Steel,-,"['Heavy Metal', 'Sheer Force']",8.0,0.0,130,69,122,80,69,30,3.0,650.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.0,500,90,1000000.0
892,880,Dracozolt,No hay,Electric,Dragon,"['Hustle', 'Sand Rush', 'Volt Absorb']",8.0,0.0,100,90,90,80,70,75,1.8,190.0,1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,505,45,1250000.0
893,881,Arctozolt,No hay,Electric,Ice,"['Slush Rush', 'Static', 'Volt Absorb']",8.0,0.0,100,90,90,90,80,55,2.3,150.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,505,45,1250000.0
894,882,Dracovish,No hay,Water,Dragon,"['Sand Rush', 'Strong Jaw', 'Water Absorb']",8.0,0.0,90,100,90,70,80,75,2.3,215.0,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.0,0.0,505,45,1250000.0
895,883,Arctovish,No hay,Water,Ice,"['Ice Body', 'Slush Rush', 'Water Absorb']",8.0,0.0,90,100,90,80,90,55,2.0,175.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,0.0,0.0,505,45,1250000.0
896,884,Duraludon,Archaludon,Steel,Dragon,"['Heavy Metal', 'Light Metal', 'Stalwart']",8.0,0.0,95,115,70,120,50,85,1.8,40.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,535,45,1000000.0
897,885,Dreepy,Drakloak,Dragon,Ghost,"['Clear Body', 'Cursed Body', 'Infiltrator']",8.0,0.0,60,30,28,40,30,82,0.5,2.0,0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,270,45,1250000.0
898,886,Drakloak,Unknown,Dragon,Ghost,"['Clear Body', 'Cursed Body', 'Infiltrator']",8.0,0.0,80,50,68,60,50,102,1.4,11.0,0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,410,45,1250000.0
899,887,Dragapult,Unknown,Dragon,Ghost,"['Clear Body', 'Cursed Body', 'Infiltrator']",8.0,0.0,120,75,88,100,75,142,3.0,50.0,0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,600,45,1250000.0
900,888,Zacian,No hay,Fairy,-,['Intrepid Sword'],8.0,1.0,130,115,92,80,115,138,2.8,110.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,670,10,1250000.0
901,888,Zacian Crowned Sword,Unknown,Fairy,Steel,['Intrepid Sword'],8.0,1.0,170,115,92,80,115,148,2.8,355.0,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.0,0.0,720,10,1250000.0
902,889,Zamazenta,No hay,Fighting,-,['Dauntless Shield'],8.0,1.0,130,115,92,80,115,138,2.9,210.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.0,0.0,670,10,1250000.0
903,889,Zamazenta Crowned Shield,Unknown,Fighting,Steel,['Dauntless Shield'],8.0,1.0,130,145,92,80,145,128,2.9,785.0,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,0.0,0.0,720,10,1250000.0
904,890,Eternatus,No hay,Poison,Dragon,['Pressure'],8.0,1.0,85,95,140,145,95,130,20.0,950.0,0.5,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,0.25,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,0.0,0.0,690,255,1250000.0
905,891,Kubfu,Urshifu,Fighting,-,['Inner Focus'],8.0,1.0,90,60,60,53,50,72,0.6,12.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.0,0.0,385,3,1250000.0
906,892,Urshifu Rapid Strike Style,Unknown,Fighting,Water,['Unseen Fist'],8.0,1.0,130,100,100,63,60,97,1.9,105.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,0.0,0.0,550,3,1250000.0
907,892,Urshifu Single Strike Style,Unknown,Fighting,Dark,['Unseen Fist'],8.0,1.0,130,100,100,63,60,97,1.9,105.0,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,550,3,1250000.0
908,893,Zarude,No hay,Dark,Grass,['Leaf Guard'],8.0,1.0,120,105,105,70,95,105,1.8,70.0,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,0.0,0.0,600,3,1250000.0
909,894,Regieleki,No hay,Electric,-,['Transistor'],8.0,1.0,100,50,80,100,50,200,1.2,145.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,580,3,1250000.0
910,895,Regidrago,No hay,Dragon,-,"[""Dragon's Maw""]",8.0,1.0,100,50,200,100,50,80,2.1,200.0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,580,3,1250000.0
911,896,Glastrier,No hay,Ice,-,['Chilling Neigh'],8.0,1.0,145,130,100,65,110,30,2.2,800.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,580,3,1250000.0
912,897,Spectrier,No hay,Ghost,-,['Grim Neigh'],8.0,1.0,65,60,100,145,80,130,2.0,44.5,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,580,3,1250000.0
913,898,Calyrex,No hay,Psychic,Grass,['Unnerve'],8.0,1.0,80,80,100,80,80,80,1.1,7.7,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,0.0,0.0,500,3,1250000.0
914,898,Calyrex Ice Rider,Unknown,Psychic,Ice,['As One'],8.0,1.0,165,150,100,85,130,50,2.4,809.1,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,0.0,0.0,680,3,1250000.0
915,898,Calyrex Shadow Rider,Unknown,Psychic,Ghost,['As One'],8.0,1.0,85,80,100,165,100,150,2.4,53.6,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,680,3,1250000.0
916,898,Calyrex,No hay,Psychic,Grass,,,,80,80,80,80,80,500,,,,,,,,,,,,,,,,,,,,,,,100,,
917,899,Wyrdeer,Unknown,Normal,Psychic,,,,105,72,105,75,65,525,,,,,,,,,,,,,,,,,,,,,,,103,,
918,900,Kleavor,Unknown,Bug,Rock,,,,45,95,135,70,85,500,,,,,,,,,,,,,,,,,,,,,,,70,,
919,901,Ursaluna,Unknown,Ground,Normal,,,,45,105,140,80,50,550,,,,,,,,,,,,,,,,,,,,,,,130,,
920,902,Basculegion,Unknown,Water,Ghost,,,,80,65,112,75,78,530,,,,,,,,,,,,,,,,,,,,,,,120,,
921,903,Sneasler,Unknown,Fighting,Poison,,,,40,60,130,80,120,510,,,,,,,,,,,,,,,,,,,,,,,80,,
922,904,Overqwil,Unknown,Dark,Poison,,,,65,95,115,65,85,510,,,,,,,,,,,,,,,,,,,,,,,85,,
923,905,Enamorus,No hay,Fairy,Flying,,,,135,70,115,80,106,580,,,,,,,,,,,,,,,,,,,,,,,74,,
924,906,Sprigatito,Floragato,Grass,-,,,,45,54,61,45,65,310,,,,,,,,,,,,,,,,,,,,,,,40,,
925,907,Floragato,Unknown,Grass,-,,,,60,63,80,63,83,410,,,,,,,,,,,,,,,,,,,,,,,61,,
926,908,Meowscarada,Unknown,Grass,Dark,,,,81,70,110,70,123,530,,,,,,,,,,,,,,,,,,,,,,,76,,
927,909,Fuecoco,Crocalor,Fire,-,,,,63,59,45,40,36,310,,,,,,,,,,,,,,,,,,,,,,,67,,
928,910,Crocalor,Unknown,Fire,-,,,,90,78,55,58,49,411,,,,,,,,,,,,,,,,,,,,,,,81,,
929,911,Skeledirge,Unknown,Fire,Ghost,,,,110,100,75,75,66,530,,,,,,,,,,,,,,,,,,,,,,,104,,
930,912,Quaxly,Quaxwell,Water,-,,,,50,45,65,45,50,310,,,,,,,,,,,,,,,,,,,,,,,55,,
931,913,Quaxwell,Unknown,Water,-,,,,65,65,85,60,65,410,,,,,,,,,,,,,,,,,,,,,,,70,,
932,914,Quaquaval,Unknown,Water,Fighting,,,,85,80,120,75,85,530,,,,,,,,,,,,,,,,,,,,,,,85,,
933,915,Lechonk,Oinkologne,Normal,-,,,,35,40,45,45,35,254,,,,,,,,,,,,,,,,,,,,,,,54,,
934,916,Oinkologne,Unknown,Normal,-,,,,59,75,100,80,65,489,,,,,,,,,,,,,,,,,,,,,,,110,,
935,917,Tarountula,Spidops,Bug,-,,,,29,45,41,40,20,210,,,,,,,,,,,,,,,,,,,,,,,35,,
936,918,Spidops,Unknown,Bug,-,,,,52,92,79,86,35,404,,,,,,,,,,,,,,,,,,,,,,,60,,
937,919,Nymble,Lokix,Bug,-,,,,21,40,46,25,45,210,,,,,,,,,,,,,,,,,,,,,,,33,,
938,920,Lokix,Unknown,Bug,Dark,,,,52,78,102,55,92,450,,,,,,,,,,,,,,,,,,,,,,,71,,
939,921,Pawmi,Pawmo,Electric,-,,,,40,20,50,25,60,240,,,,,,,,,,,,,,,,,,,,,,,45,,
940,922,Pawmo,Unknown,Electric,Fighting,,,,50,40,75,40,85,350,,,,,,,,,,,,,,,,,,,,,,,60,,
941,923,Pawmot,Unknown,Electric,Fighting,,,,70,70,115,60,105,490,,,,,,,,,,,,,,,,,,,,,,,70,,
942,924,Tandemaus,Maushold,Normal,-,,,,40,45,50,45,75,305,,,,,,,,,,,,,,,,,,,,,,,50,,
943,925,Maushold,Unknown,Normal,-,,,,65,70,75,75,111,470,,,,,,,,,,,,,,,,,,,,,,,74,,
944,926,Fidough,Dachsbun,Fairy,-,,,,30,70,55,55,65,312,,,,,,,,,,,,,,,,,,,,,,,37,,
945,927,Dachsbun,Unknown,Fairy,-,,,,50,115,80,80,95,477,,,,,,,,,,,,,,,,,,,,,,,57,,
946,928,Smoliv,Dolliv,Grass,Normal,,,,58,45,35,51,30,260,,,,,,,,,,,,,,,,,,,,,,,41,,
947,929,Dolliv,Unknown,Grass,Normal,,,,78,60,53,78,33,354,,,,,,,,,,,,,,,,,,,,,,,52,,
948,930,Arboliva,Unknown,Grass,Normal,,,,125,90,69,109,39,510,,,,,,,,,,,,,,,,,,,,,,,78,,
949,931,Squawkabilly,No hay,Normal,Flying,,,,45,51,96,51,92,417,,,,,,,,,,,,,,,,,,,,,,,82,,
950,932,Nacli,Naclstack,Rock,-,,,,35,75,55,35,25,280,,,,,,,,,,,,,,,,,,,,,,,55,,
951,933,Naclstack,Unknown,Rock,-,,,,35,100,60,65,35,355,,,,,,,,,,,,,,,,,,,,,,,60,,
952,934,Garganacl,Unknown,Rock,-,,,,45,130,100,90,35,500,,,,,,,,,,,,,,,,,,,,,,,100,,
953,935,Charcadet,Armarouge,Fire,-,,,,50,40,50,40,35,255,,,,,,,,,,,,,,,,,,,,,,,40,,
954,936,Armarouge,Unknown,Fire,Psychic,,,,125,100,60,80,75,525,,,,,,,,,,,,,,,,,,,,,,,85,,
955,937,Ceruledge,Unknown,Fire,Ghost,,,,60,80,125,100,85,525,,,,,,,,,,,,,,,,,,,,,,,75,,
956,938,Tadbulb,Bellibolt,Electric,-,,,,59,41,31,35,45,272,,,,,,,,,,,,,,,,,,,,,,,61,,
957,939,Bellibolt,Unknown,Electric,-,,,,103,91,64,83,45,495,,,,,,,,,,,,,,,,,,,,,,,109,,
958,940,Wattrel,Kilowattrel,Electric,Flying,,,,55,35,40,40,70,280,,,,,,,,,,,,,,,,,,,,,,,40,,
959,941,Kilowattrel,Unknown,Electric,Flying,,,,105,60,70,60,125,490,,,,,,,,,,,,,,,,,,,,,,,70,,
960,942,Maschiff,Mabosstiff,Dark,-,,,,40,60,78,51,51,340,,,,,,,,,,,,,,,,,,,,,,,60,,
961,943,Mabosstiff,Unknown,Dark,-,,,,60,90,120,70,85,505,,,,,,,,,,,,,,,,,,,,,,,80,,
962,944,Shroodle,Grafaiai,Poison,Normal,,,,40,35,65,35,75,290,,,,,,,,,,,,,,,,,,,,,,,40,,
963,945,Grafaiai,Unknown,Poison,Normal,,,,80,65,95,72,110,485,,,,,,,,,,,,,,,,,,,,,,,63,,
964,946,Bramblin,Brambleghast,Grass,Ghost,,,,45,30,65,35,60,275,,,,,,,,,,,,,,,,,,,,,,,40,,
965,947,Brambleghast,Unknown,Grass,Ghost,,,,80,70,115,70,90,480,,,,,,,,,,,,,,,,,,,,,,,55,,
966,948,Toedscool,Toedscruel,Ground,Grass,,,,50,35,40,100,70,335,,,,,,,,,,,,,,,,,,,,,,,40,,
967,949,Toedscruel,Unknown,Ground,Grass,,,,80,65,70,120,100,515,,,,,,,,,,,,,,,,,,,,,,,80,,
968,950,Klawf,No hay,Rock,-,,,,35,115,100,55,75,450,,,,,,,,,,,,,,,,,,,,,,,70,,
969,951,Capsakid,Scovillain,Grass,-,,,,62,40,62,40,50,304,,,,,,,,,,,,,,,,,,,,,,,50,,
970,952,Scovillain,Unknown,Grass,Fire,,,,108,65,108,65,75,486,,,,,,,,,,,,,,,,,,,,,,,65,,
971,953,Rellor,Rabsca,Bug,-,,,,31,60,50,58,30,270,,,,,,,,,,,,,,,,,,,,,,,41,,
972,954,Rabsca,Unknown,Bug,Psychic,,,,115,85,50,100,45,470,,,,,,,,,,,,,,,,,,,,,,,75,,
973,955,Flittle,Espathra,Psychic,-,,,,55,30,35,30,75,255,,,,,,,,,,,,,,,,,,,,,,,30,,
974,956,Espathra,Unknown,Psychic,-,,,,101,60,60,60,105,481,,,,,,,,,,,,,,,,,,,,,,,95,,
975,957,Tinkatink,Tinkatuff,Fairy,Steel,,,,35,45,45,64,58,297,,,,,,,,,,,,,,,,,,,,,,,50,,
976,958,Tinkatuff,Unknown,Fairy,Steel,,,,45,55,55,82,78,380,,,,,,,,,,,,,,,,,,,,,,,65,,
977,959,Tinkaton,Unknown,Fairy,Steel,,,,70,77,75,105,94,506,,,,,,,,,,,,,,,,,,,,,,,85,,
978,960,Wiglett,Wugtrio,Water,-,,,,35,25,55,25,95,245,,,,,,,,,,,,,,,,,,,,,,,10,,
979,961,Wugtrio,Unknown,Water,-,,,,50,50,100,70,120,425,,,,,,,,,,,,,,,,,,,,,,,35,,
980,962,Bombirdier,No hay,Flying,Dark,,,,60,85,103,85,82,485,,,,,,,,,,,,,,,,,,,,,,,70,,
981,963,Finizen,Palafin,Water,-,,,,45,40,45,40,75,315,,,,,,,,,,,,,,,,,,,,,,,70,,
982,964,Palafin,Unknown,Water,-,,,,53,72,70,62,100,457,,,,,,,,,,,,,,,,,,,,,,,100,,
983,965,Varoom,Revavroom,Steel,Poison,,,,30,63,70,45,47,300,,,,,,,,,,,,,,,,,,,,,,,45,,
984,966,Revavroom,Unknown,Steel,Poison,,,,54,90,119,67,90,500,,,,,,,,,,,,,,,,,,,,,,,80,,
985,967,Cyclizar,No hay,Dragon,Normal,,,,85,65,95,65,121,501,,,,,,,,,,,,,,,,,,,,,,,70,,
986,968,Orthworm,No hay,Steel,-,,,,60,145,85,55,65,480,,,,,,,,,,,,,,,,,,,,,,,70,,
987,969,Glimmet,Glimmora,Rock,Poison,,,,105,42,35,60,60,350,,,,,,,,,,,,,,,,,,,,,,,48,,
988,970,Glimmora,Unknown,Rock,Poison,,,,130,90,55,81,86,525,,,,,,,,,,,,,,,,,,,,,,,83,,
989,971,Greavard,Houndstone,Ghost,-,,,,30,60,61,55,34,290,,,,,,,,,,,,,,,,,,,,,,,50,,
990,972,Houndstone,Unknown,Ghost,-,,,,50,100,101,97,68,488,,,,,,,,,,,,,,,,,,,,,,,72,,
991,973,Flamigo,No hay,Flying,Fighting,,,,75,74,115,64,90,500,,,,,,,,,,,,,,,,,,,,,,,82,,
992,974,Cetoddle,Cetitan,Ice,-,,,,30,45,68,40,43,334,,,,,,,,,,,,,,,,,,,,,,,108,,
993,975,Cetitan,Unknown,Ice,-,,,,45,65,113,55,73,521,,,,,,,,,,,,,,,,,,,,,,,170,,
994,976,Veluza,No hay,Water,Psychic,,,,78,73,102,65,70,478,,,,,,,,,,,,,,,,,,,,,,,90,,
995,977,Dondozo,No hay,Water,-,,,,65,115,100,65,35,530,,,,,,,,,,,,,,,,,,,,,,,150,,
996,978,Tatsugiri,No hay,Dragon,Water,,,,120,60,50,95,82,475,,,,,,,,,,,,,,,,,,,,,,,68,,
997,979,Annihilape,Unknown,Fighting,Ghost,,,,50,80,115,90,90,535,,,,,,,,,,,,,,,,,,,,,,,110,,
998,980,Clodsire,Unknown,Poison,Ground,,,,45,60,75,100,20,430,,,,,,,,,,,,,,,,,,,,,,,130,,
999,981,Farigiraf,Unknown,Normal,Psychic,,,,110,70,90,70,60,520,,,,,,,,,,,,,,,,,,,,,,,120,,
1000,982,Dudunsparce,Unknown,Normal,-,,,,85,80,100,75,55,520,,,,,,,,,,,,,,,,,,,,,,,125,,
1001,983,Kingambit,Unknown,Dark,Steel,,,,60,120,135,85,50,550,,,,,,,,,,,,,,,,,,,,,,,100,,
1002,984,Great Tusk,Unknown,Ground,Fighting,,,,53,131,131,53,87,570,,,,,,,,,,,,,,,,,,,,,,,115,,
1003,985,Scream Tail,Unknown,Fairy,Psychic,,,,65,99,65,115,111,570,,,,,,,,,,,,,,,,,,,,,,,115,,
1004,986,Brute Bonnet,Unknown,Grass,Dark,,,,79,99,127,99,55,570,,,,,,,,,,,,,,,,,,,,,,,111,,
1005,987,Flutter Mane,Unknown,Ghost,Fairy,,,,135,55,55,135,135,570,,,,,,,,,,,,,,,,,,,,,,,55,,
1006,988,Slither Wing,Unknown,Bug,Fighting,,,,85,79,135,105,81,570,,,,,,,,,,,,,,,,,,,,,,,85,,
1007,989,Sandy Shocks,Unknown,Electric,Ground,,,,121,97,81,85,101,570,,,,,,,,,,,,,,,,,,,,,,,85,,
1008,990,Iron Treads,Unknown,Ground,Steel,,,,72,120,112,70,106,570,,,,,,,,,,,,,,,,,,,,,,,90,,
1009,991,Iron Bundle,Unknown,Ice,Water,,,,124,114,80,60,136,570,,,,,,,,,,,,,,,,,,,,,,,56,,
1010,992,Iron Hands,Unknown,Fighting,Electric,,,,50,108,140,68,50,570,,,,,,,,,,,,,,,,,,,,,,,154,,
1011,993,Iron Jugulis,Unknown,Dark,Flying,,,,122,86,80,80,108,570,,,,,,,,,,,,,,,,,,,,,,,94,,
1012,994,Iron Moth,Unknown,Fire,Poison,,,,140,60,70,110,110,570,,,,,,,,,,,,,,,,,,,,,,,80,,
1013,995,Iron Thorns,Unknown,Rock,Electric,,,,70,110,134,84,72,570,,,,,,,,,,,,,,,,,,,,,,,100,,
1014,996,Frigibax,Arctibax,Dragon,Ice,,,,35,45,75,45,55,320,,,,,,,,,,,,,,,,,,,,,,,65,,
1015,997,Arctibax,Unknown,Dragon,Ice,,,,45,66,95,65,62,423,,,,,,,,,,,,,,,,,,,,,,,90,,
1016,998,Baxcalibur,Unknown,Dragon,Ice,,,,75,92,145,86,87,600,,,,,,,,,,,,,,,,,,,,,,,115,,
1017,999,Gimmighoul,Gholdengo,Ghost,-,,,,75,70,30,70,10,300,,,,,,,,,,,,,,,,,,,,,,,45,,
1018,1000,Gholdengo,Unknown,Steel,Ghost,,,,133,95,60,91,84,550,,,,,,,,,,,,,,,,,,,,,,,87,,
1019,1001,Wo-Chien,Unknown,Dark,Grass,,,,95,100,85,135,70,570,,,,,,,,,,,,,,,,,,,,,,,85,,
1020,1002,Chien-Pao,Unknown,Dark,Ice,,,,90,80,120,65,135,570,,,,,,,,,,,,,,,,,,,,,,,80,,
1021,1003,Ting-Lu,Unknown,Dark,Ground,,,,55,125,110,80,45,570,,,,,,,,,,,,,,,,,,,,,,,155,,
1022,1004,Chi-Yu,Unknown,Dark,Fire,,,,135,80,80,120,100,570,,,,,,,,,,,,,,,,,,,,,,,55,,
