,Pokedex_number,Name,Evolution,Base_type,Secondary_type,Abilities,Number_of_Abilities,Combination,Generation,Legendary,Attack,Defense,Hp,Sp_attack,Sp_defense,Speed,Height_m,Weight_kg,Against_bug,Against_dark,Against_dragon,Against_electric,Against_fairy,Against_fight,Against_fire,Against_flying,Against_ghost,Against_grass,Against_ground,Against_ice,Against_normal,Against_poison,Against_psychic,Against_rock,Against_steel,Against_water,Base_egg_steps,Base_happiness,Base_total,Capture_rate,Experience_growth
894,882,Dracovish,Final Form,Water,Dragon,"['Sand Rush', 'Strong Jaw', 'Water Absorb']",3,"Water, Dragon",8.0,0.0,90,100,90,70,80,75,2.3,215.0,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.0,0.0,505,45,1250000.0
895,883,Arctovish,Final Form,Water,Ice,"['Ice Body', 'Slush Rush', 'Water Absorb']",3,"Water, Ice",8.0,0.0,90,100,90,80,90,55,2.0,175.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,0.0,0.0,505,45,1250000.0
896,884,Duraludon,Archaludon,Steel,Dragon,"['Heavy Metal', 'Light Metal', 'Stalwart']",3,"Steel, Dragon",8.0,0.0,95,115,70,120,50,85,1.8,40.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,535,45,1000000.0
897,885,Dreepy,Drakloak,Dragon,Ghost,"['Clear Body', 'Cursed Body', 'Infiltrator']",3,"Dragon, Ghost",8.0,0.0,60,30,28,40,30,82,0.5,2.0,0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,270,45,1250000.0
898,886,Drakloak,Final Form,Dragon,Ghost,"['Clear Body', 'Cursed Body', 'Infiltrator']",3,"Dragon, Ghost",8.0,0.0,80,50,68,60,50,102,1.4,11.0,0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,410,45,1250000.0
899,887,Dragapult,Final Form,Dragon,Ghost,"['Clear Body', 'Cursed Body', 'Infiltrator']",3,"Dragon, Ghost",8.0,0.0,120,75,88,100,75,142,3.0,50.0,0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,600,45,1250000.0
900,888,Zacian,Final Form,Fairy,-,['Intrepid Sword'],1,"Fairy, -",8.0,1.0,130,115,92,80,115,138,2.8,110.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,670,10,1250000.0
901,888,Zacian Crowned Sword,Final Form,Fairy,Steel,['Intrepid Sword'],1,"Fairy, Steel",8.0,1.0,170,115,92,80,115,148,2.8,355.0,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.0,0.0,720,10,1250000.0
902,889,Zamazenta,Final Form,Fighting,-,['Dauntless Shield'],1,"Fighting, -",8.0,1.0,130,115,92,80,115,138,2.9,210.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.0,0.0,670,10,1250000.0
903,889,Zamazenta Crowned Shield,Final Form,Fighting,Steel,['Dauntless Shield'],1,"Fighting, Steel",8.0,1.0,130,145,92,80,145,128,2.9,785.0,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,0.0,0.0,720,10,1250000.0
904,890,Eternatus,Final Form,Poison,Dragon,['Pressure'],1,"Poison, Dragon",8.0,1.0,85,95,140,145,95,130,20.0,950.0,0.5,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,0.25,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,0.0,0.0,690,255,1250000.0
905,891,Kubfu,Urshifu,Fighting,-,['Inner Focus'],1,"Fighting, -",8.0,1.0,90,60,60,53,50,72,0.6,12.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.0,0.0,385,3,1250000.0
906,892,Urshifu Rapid Strike Style,Final Form,Fighting,Water,['Unseen Fist'],1,"Fighting, Water",8.0,1.0,130,100,100,63,60,97,1.9,105.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,0.0,0.0,550,3,1250000.0
907,892,Urshifu Single Strike Style,Final Form,Fighting,Dark,['Unseen Fist'],1,"Fighting, Dark",8.0,1.0,130,100,100,63,60,97,1.9,105.0,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,550,3,1250000.0
908,893,Zarude,Final Form,Dark,Grass,['Leaf Guard'],1,"Dark, Grass",8.0,1.0,120,105,105,70,95,105,1.8,70.0,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,0.0,0.0,600,3,1250000.0
909,894,Regieleki,Final Form,Electric,-,['Transistor'],1,"Electric, -",8.0,1.0,100,50,80,100,50,200,1.2,145.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,580,3,1250000.0
910,895,Regidrago,Final Form,Dragon,-,"[""Dragon's Maw""]",1,"Dragon, -",8.0,1.0,100,50,200,100,50,80,2.1,200.0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,580,3,1250000.0
911,896,Glastrier,Final Form,Ice,-,['Chilling Neigh'],1,"Ice, -",8.0,1.0,145,130,100,65,110,30,2.2,800.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,580,3,1250000.0
912,897,Spectrier,Final Form,Ghost,-,['Grim Neigh'],1,"Ghost, -",8.0,1.0,65,60,100,145,80,130,2.0,44.5,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,580,3,1250000.0
913,898,Calyrex,Final Form,Psychic,Grass,"['Unnerve', 'Unnerve', 'Unnerve']",3,"Psychic, Grass",8.0,1.0,80,80,100,80,80,80,1.0,7.7,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,30.58,0.0,500,3,1250000.0
914,898,Calyrex Ice Rider,Final Form,Psychic,Ice,['As One'],1,"Psychic, Ice",8.0,1.0,165,150,100,85,130,50,2.4,809.1,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,0.0,0.0,680,3,1250000.0
915,898,Calyrex Shadow Rider,Final Form,Psychic,Ghost,['As One'],1,"Psychic, Ghost",8.0,1.0,85,80,100,165,100,150,2.4,53.6,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,680,3,1250000.0
917,899,Wyrdeer,Final Form,Normal,Psychic,"['Intimidate', 'Frisk', 'Sap Sipper']",3,"Normal, Psychic",9.0,0.0,105,72,103,105,75,65,1.0,95.1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,4.884,57.1561135371179,525,45,1055970.1310043668
918,900,Kleavor,Final Form,Bug,Rock,"['Swarm', 'Sheer Force', 'Sharpness']",3,"Bug, Rock",9.0,0.0,135,95,70,45,70,85,1.0,89.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,4.884,57.1561135371179,500,15,1055970.1310043668
919,901,Ursaluna,Final Form,Ground,Normal,"['Guts', 'Bulletproof', 'Unnerve']",3,"Ground, Normal",9.0,1.0,140,105,130,45,80,50,2.0,290.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.884,57.1561135371179,550,20,1055970.1310043668
920,901,Ursalana - Bloodmoon,Final Form,Ground,Normal,"['Guts', 'Bulletproof', 'Unnerve']",3,"Ground, Normal",9.0,0.0,140,105,130,45,80,50,2.0,290.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.884,57.1561135371179,550,20,1055970.1310043668
921,902,Basculegion - Male,Final Form,Water,Ghost,"['Swift Swim', 'Adaptability', 'Mold Breaker']",3,"Water, Ghost",9.0,0.0,112,65,120,80,75,78,3.0,110.0,0.5,2.0,0.5,2.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,4.884,57.1561135371179,530,45,1055970.1310043668
922,902,Basculegion - Female,Final Form,Water,Ghost,"['Swift Swim', 'Adaptability', 'Mold Breaker']",3,"Water, Ghost",9.0,0.0,112,65,120,80,75,78,3.0,110.0,0.5,2.0,0.5,2.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,4.884,57.1561135371179,530,45,1055970.1310043668
923,903,Sneasler,Final Form,Fighting,Poison,"['Pressure', 'Unburden', 'Poison Touch']",3,"Fighting, Poison",9.0,0.0,130,60,80,40,80,120,1.0,43.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.884,57.1561135371179,510,20,1055970.1310043668
924,904,Overqwil,Final Form,Dark,Poison,"['Poison Point', 'Swift Swim', 'Intimidate']",3,"Dark, Poison",9.0,0.0,115,95,85,65,65,85,2.0,60.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.884,57.1561135371179,510,45,1055970.1310043668
925,905,Enamorus - Incarnate Form,Final Form,Fairy,Flying,"['Cute Charm', 'Cute Charm', 'Contrary']",3,"Fairy, Flying",9.0,1.0,115,70,74,135,80,106,1.0,48.0,0.25,0.5,1.0,2.0,0.0,1.0,0.25,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.884,57.1561135371179,580,3,1055970.1310043668
926,905,Enamorus - Therian Form,Final Form,Fairy,Flying,"['Cute Charm', 'Cute Charm', 'Contrary']",3,"Fairy, Flying",9.0,1.0,115,70,74,135,80,106,1.0,48.0,0.25,0.5,1.0,2.0,0.0,1.0,0.25,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.884,57.1561135371179,580,3,1055970.1310043668
927,906,Sprigatito,Floragato,Grass,-,"['Overgrow', 'Overgrow', 'Protean']",3,"Grass, -",9.0,0.0,61,54,40,45,45,65,0.0,4.1,2.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,4.884,57.1561135371179,310,45,1055970.1310043668
928,907,Floragato,Final Form,Grass,-,"['Overgrow', 'Overgrow', 'Protean']",3,"Grass, -",9.0,0.0,80,63,61,60,63,83,0.0,12.2,2.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,4.884,57.1561135371179,410,45,1055970.1310043668
929,908,Meowscarada,Final Form,Grass,Dark,"['Overgrow', 'Overgrow', 'Protean']",3,"Grass, Dark",9.0,0.0,110,70,76,81,70,123,1.0,31.2,4.0,0.5,2.0,0.5,1.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,4.884,57.1561135371179,530,45,1055970.1310043668
930,909,Fuecoco,Crocalor,Fire,-,"['Blaze', 'Blaze', 'Unaware']",3,"Fire, -",9.0,0.0,45,59,67,63,40,36,0.0,9.8,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,4.884,57.1561135371179,310,45,1055970.1310043668
931,910,Crocalor,Final Form,Fire,-,"['Blaze', 'Blaze', 'Unaware']",3,"Fire, -",9.0,0.0,55,78,81,90,58,49,1.0,30.7,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,4.884,57.1561135371179,411,45,1055970.1310043668
932,911,Skeledirge,Final Form,Fire,Ghost,"['Blaze', 'Blaze', 'Unaware']",3,"Fire, Ghost",9.0,0.0,75,100,104,110,75,66,1.0,326.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.884,57.1561135371179,530,45,1055970.1310043668
933,912,Quaxly,Quaxwell,Water,-,"['Torrent', 'Torrent', 'Moxie']",3,"Water, -",9.0,0.0,65,45,55,50,45,50,0.0,6.1,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,4.884,57.1561135371179,310,45,1055970.1310043668
934,913,Quaxwell,Final Form,Water,-,"['Torrent', 'Torrent', 'Moxie']",3,"Water, -",9.0,0.0,85,65,70,65,60,65,1.0,21.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,4.884,57.1561135371179,410,45,1055970.1310043668
935,914,Quaquaval,Final Form,Water,Fighting,"['Torrent', 'Torrent', 'Moxie']",3,"Water, Fighting",9.0,0.0,120,80,85,85,75,85,1.0,61.9,0.5,0.5,0.5,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,4.884,57.1561135371179,530,45,1055970.1310043668
936,915,Lechonk,Oinkologne,Normal,-,"['Aroma Veil', 'Gluttony', 'Thick Fat']",3,"Normal, -",9.0,0.0,45,40,54,35,45,35,0.0,10.2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.599,57.1561135371179,254,255,1055970.1310043668
937,916,Oinkologne - Male,Final Form,Normal,-,"['Lingering Aroma', 'Gluttony', 'Thick Fat']",3,"Normal, -",9.0,0.0,100,75,110,59,80,65,1.0,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.599,57.1561135371179,489,100,1055970.1310043668
938,916,Oinkologne - Female,Final Form,Normal,-,"['Lingering Aroma', 'Gluttony', 'Thick Fat']",3,"Normal, -",9.0,0.0,100,75,110,59,80,65,1.0,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.599,57.1561135371179,489,100,1055970.1310043668
939,917,Tarountula,Spidops,Bug,-,"['Insomnia', 'Insomnia', 'Stakeout']",3,"Bug, -",9.0,0.0,41,45,35,29,40,20,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.599,57.1561135371179,210,255,1055970.1310043668
940,918,Spidops,Final Form,Bug,-,"['Insomnia', 'Insomnia', 'Stakeout']",3,"Bug, -",9.0,0.0,79,92,60,52,86,35,1.0,16.5,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.599,57.1561135371179,404,120,1055970.1310043668
941,919,Nymble,Lokix,Bug,-,"['Swarm', 'Swarm', 'Tinted Lens']",3,"Bug, -",9.0,0.0,46,40,33,21,25,45,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.884,57.1561135371179,210,190,1055970.1310043668
942,920,Lokix,Final Form,Bug,Dark,"['Swarm', 'Swarm', 'Tinted Lens']",3,"Bug, Dark",9.0,0.0,102,78,71,52,55,92,1.0,17.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.884,57.1561135371179,450,30,1055970.1310043668
943,921,Pawmi,Pawmo,Electric,-,"['Static', 'Natural Cure', 'Iron Fist']",3,"Electric, -",9.0,0.0,50,20,45,40,25,60,0.0,2.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.599,57.1561135371179,240,190,1055970.1310043668
944,922,Pawmo,Final Form,Electric,Fighting,"['Volt Absorb', 'Natural Cure', 'Iron Fist']",3,"Electric, Fighting",9.0,0.0,75,40,60,50,40,85,0.0,6.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.599,57.1561135371179,350,80,1055970.1310043668
945,923,Pawmot,Final Form,Electric,Fighting,"['Volt Absorb', 'Natural Cure', 'Iron Fist']",3,"Electric, Fighting",9.0,0.0,115,70,70,70,60,105,0.0,41.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.599,57.1561135371179,490,45,1055970.1310043668
946,924,Tandemaus,Maushold,Normal,-,"['Run Away', 'Pickup', 'Own Tempo']",3,"Normal, -",9.0,0.0,50,45,50,40,45,75,0.0,1.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.314,57.1561135371179,305,150,1055970.1310043668
947,925,Maushold - Family of Four,Final Form,Normal,-,"['Friend Guard', 'Cheek Pouch', 'Technician']",3,"Normal, -",9.0,0.0,75,70,74,65,75,111,0.0,2.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.314,57.1561135371179,470,75,1055970.1310043668
948,925,Maushold - Family of Three,Final Form,Normal,-,"['Friend Guard', 'Cheek Pouch', 'Technician']",3,"Normal, -",9.0,0.0,75,70,74,65,75,111,0.0,2.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.314,57.1561135371179,470,75,1055970.1310043668
949,926,Fidough,Dachsbun,Fairy,-,"['Own Tempo', 'Own Tempo', 'Klutz']",3,"Fairy, -",9.0,0.0,55,70,37,30,55,65,0.0,10.9,0.5,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.884,57.1561135371179,312,190,1055970.1310043668
950,927,Dachsbun,Final Form,Fairy,-,"['Well-Baked Body', 'Well-Baked Body', 'Aroma Veil']",3,"Fairy, -",9.0,0.0,80,115,57,50,80,95,0.0,14.9,0.5,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.884,57.1561135371179,477,90,1055970.1310043668
951,928,Smoliv,Dolliv,Grass,Normal,"['Early Bird', 'Early Bird', 'Harvest']",3,"Grass, Normal",9.0,0.0,35,45,41,58,51,30,0.0,6.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.884,57.1561135371179,260,255,1055970.1310043668
952,929,Dolliv,Final Form,Grass,Normal,"['Early Bird', 'Early Bird', 'Harvest']",3,"Grass, Normal",9.0,0.0,53,60,52,78,78,33,0.0,11.9,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.884,57.1561135371179,354,120,1055970.1310043668
953,930,Arboliva,Final Form,Grass,Normal,"['Seed Sower', 'Seed Sower', 'Harvest']",3,"Grass, Normal",9.0,0.0,69,90,78,125,109,39,1.0,48.2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.884,57.1561135371179,510,45,1055970.1310043668
954,931,Squawkabilly - Green Plumage,Final Form,Normal,Flying,"['Intimidate', 'Hustle', 'Guts']",3,"Normal, Flying",9.0,0.0,96,51,82,45,51,92,0.0,2.4,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.599,57.1561135371179,417,190,1055970.1310043668
955,931,Squawkabilly - Blue Plumage,Final Form,Normal,Flying,"['Intimidate', 'Hustle', 'Guts']",3,"Normal, Flying",9.0,0.0,96,51,82,45,51,92,0.0,2.4,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.599,57.1561135371179,417,190,1055970.1310043668
956,931,Squawkabilly - Yellow Plumage,Final Form,Normal,Flying,"['Intimidate', 'Hustle', 'Guts']",3,"Normal, Flying",9.0,0.0,96,51,82,45,51,92,0.0,2.4,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.599,57.1561135371179,417,190,1055970.1310043668
957,931,Squawkabilly - White Plumage,Final Form,Normal,Flying,"['Intimidate', 'Hustle', 'Guts']",3,"Normal, Flying",9.0,0.0,96,51,82,45,51,92,0.0,2.4,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.599,57.1561135371179,417,190,1055970.1310043668
958,932,Nacli,Naclstack,Rock,-,"['Purifying Salt', 'Sturdy', 'Clear Body']",3,"Rock, -",9.0,0.0,55,75,55,35,35,25,0.0,16.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,4.884,57.1561135371179,280,255,1055970.1310043668
959,933,Naclstack,Final Form,Rock,-,"['Purifying Salt', 'Sturdy', 'Clear Body']",3,"Rock, -",9.0,0.0,60,100,60,35,65,35,0.0,105.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,4.884,57.1561135371179,355,120,1055970.1310043668
960,934,Garganacl,Final Form,Rock,-,"['Purifying Salt', 'Sturdy', 'Clear Body']",3,"Rock, -",9.0,0.0,100,130,100,45,90,35,2.0,240.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,4.884,57.1561135371179,500,45,1055970.1310043668
961,935,Charcadet,Armarouge,Fire,-,"['Flash Fire', 'Flash Fire', 'Flame Body']",3,"Fire, -",9.0,0.0,50,40,40,50,40,35,0.0,10.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,8.739,57.1561135371179,255,90,1055970.1310043668
962,936,Armarouge,Final Form,Fire,Psychic,"['Flash Fire', 'Flash Fire', 'Weak Armor']",3,"Fire, Psychic",9.0,0.0,60,100,85,125,80,75,1.0,85.0,1.0,2.0,0.5,1.0,1.0,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,8.739,57.1561135371179,525,25,1055970.1310043668
963,937,Ceruledge,Final Form,Fire,Ghost,"['Flash Fire', 'Flash Fire', 'Weak Armor']",3,"Fire, Ghost",9.0,0.0,125,80,75,60,100,85,1.0,62.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,8.739,57.1561135371179,525,25,1055970.1310043668
964,938,Tadbulb,Bellibolt,Electric,-,"['Own Tempo', 'Static', 'Damp']",3,"Electric, -",9.0,0.0,31,41,61,59,35,45,0.0,0.4,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4.884,57.1561135371179,272,190,1055970.1310043668
965,939,Bellibolt,Final Form,Electric,-,"['Electromorphosis', 'Static', 'Damp']",3,"Electric, -",9.0,0.0,64,91,109,103,83,45,1.0,113.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4.884,57.1561135371179,495,50,1055970.1310043668
966,940,Wattrel,Kilowattrel,Electric,Flying,"['Wind Power', 'Volt Absorb', 'Competitive']",3,"Electric, Flying",9.0,0.0,40,35,40,55,40,70,0.0,3.6,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,4.884,57.1561135371179,280,180,1055970.1310043668
967,941,Kilowattrel,Final Form,Electric,Flying,"['Wind Power', 'Volt Absorb', 'Competitive']",3,"Electric, Flying",9.0,0.0,70,60,70,105,60,125,1.0,38.6,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,4.884,57.1561135371179,490,90,1055970.1310043668
968,942,Maschiff,Mabosstiff,Dark,-,"['Intimidate', 'Run Away', 'Stakeout']",3,"Dark, -",9.0,0.0,78,60,60,40,51,51,0.0,16.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.884,57.1561135371179,340,150,1055970.1310043668
969,943,Mabosstiff,Final Form,Dark,-,"['Intimidate', 'Guard Dog', 'Stakeout']",3,"Dark, -",9.0,0.0,120,90,80,60,70,85,1.0,61.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.884,57.1561135371179,505,75,1055970.1310043668
970,944,Shroodle,Grafaiai,Poison,Normal,"['Unburden', 'Pickpocket', 'Prankster']",3,"Poison, Normal",9.0,0.0,65,35,40,40,35,75,0.0,0.7,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.884,57.1561135371179,290,190,1055970.1310043668
